,name,disc,college
1056,Evolution of Air Interface towards 5G,Electrical Engineering,IIT Kharagpur
1057,Digital IC Design,Electrical Engineering,IIT Madras
1058,Power System Protection,Electrical Engineering,IIT Bombay
1059,Power Management Integrated Circuits,Electrical Engineering,IIT Madras
1060,Power Systems Operation and Control,Electrical Engineering,IIT Bombay
1061,"Applied Optimization for Wireless, Machine Learning, Big Data",Electrical Engineering,IIT Kanpur
1062,DC Power Transmission Systems,Electrical Engineering,IIT Madras
1063,Fiber-Optic Communication Systems and Techniques,Electrical Engineering,IIT Kanpur
1064,Optical Engineering,Electrical Engineering,IIT Madras
1065,Nonlinear System Analysis,Electrical Engineering,IIT Madras
1066,Signals and Systems,Electrical Engineering,IISER Bhopal
1067,Linear Dynamical Systems,Electrical Engineering,IIT Mandi
1068,A brief introduction of Micro - Sensors,Electrical Engineering,IISER Bhopal
1069,Fiber Optic Communication Technology,Electrical Engineering,IIT Madras
1070,Image Signal Processing,Electrical Engineering,IIT Madras
1071,Fundamentals of Electric vehicles: Technology & Economics,Electrical Engineering,IIT Madras
1072,Applied Linear Algebra,Electrical Engineering,IIT Madras
1073,Basic Electrical Circuits,Electrical Engineering,IIT Madras
1074,Optical Fiber Sensors,Electrical Engineering,IIT Madras
1075,Introduction to Time - Varying Electrical Networks,Electrical Engineering,IIT Madras
1076,Power System Dynamics,Electrical Engineering,IIT Delhi
1077,Electrical Measurement and Electronic Instruments,Electrical Engineering,IIT Kharagpur
1078,Digital System Design,Electrical Engineering,IIT Ropar
1079,"Electromagnetic
Waves in Guided and Wireless Media",Electrical Engineering,IIT Kanpur
1080,Principles and Techniques of Modern Radar Systems,Electrical Engineering,IIT Kharagpur
1081,Electrical Machines - I,Electrical Engineering,IIT Kharagpur
1082,Stochastic Modeling and the Theory of Queues,Electrical Engineering,IIT Madras
1083,Optimization Techniques for Digital VLSI Design,Electrical Engineering,IIT Guwahati
1084,Integrated Photonics Devices and Circuits,Electrical Engineering,IIT Madras
1085,VLSI Signal Processing,Electrical Engineering,IIT Kharagpur
1086,Introduction to Semiconductor Devices,Electrical Engineering,IIT Hyderabad
1087,Analog Electronic Circuits,Electrical Engineering,IIT Kharagpur
1088,Electric vehicles and Renewable energy,Electrical Engineering,IIT Madras
1089,Network Analysis,Electrical Engineering,IIT Kharagpur
1090,Advanced Topics in Probability and Random Processes,Electrical Engineering,IIT Guwahati
1091,Phase-Locked Loops,Electrical Engineering,IIT Madras
1092,Fundamentals of Nano and Quantum Photonics,Electrical Engineering,IIT Madras
1093,Basic Electric Circuits,Electrical Engineering,IIT Kanpur
1094,Fundamentals of Electric Drives,Electrical Engineering,IIT Kanpur
1095,"ANALOG ELECTRONIC CIRCUITS

",Electrical Engineering,IIT Delhi
1096,Power System Protection,Electrical Engineering,IIT Kharagpur
1097,"DIGITAL COMMUNICATION
",Electrical Engineering,IIT Delhi
1098,"Introduction To Electronic Circuits 
",Electrical Engineering,IIT Delhi
1099,Signal Processing for mm Wave communication for 5G and beyond,Electrical Engineering,IIT Kharagpur
1100,Control and Tuning Methods in Switched Mode Power Converters,Electrical Engineering,IIT Kharagpur
1101,"Fuzzy Sets, Logic and Systems & Applications",Electrical Engineering,IIT Kanpur
1102,Advanced Microwave Guided-Structures and Analysis,Electrical Engineering,IIT Kharagpur
1103,Analog Electronic Circuits,Electrical Engineering,IIT Delhi
1104,Fabrication of Silicon  VLSI Circuits using the MOS technology,Electrical Engineering,IIT Bombay
1105,Nonlinear and Adaptive Control,Electrical Engineering,IIT Delhi
1106,Cognition and its computation,Electrical Engineering,IIT Kharagpur
1107,Computational Electromagnetics & Applications,Electrical Engineering,IIT Bombay
1108,Digital Control in Switched Mode Power Converters and FPGA-based Prototyping,Electrical Engineering,IIT Kharagpur
1109,Basic Electronics,Electrical Engineering,IIT Bombay
1110,VLSI Interconnects,Electrical Engineering,IIT Kharagpur
1111,Antennas,Electrical Engineering,IIT Bombay
1112,"Fundamentals of Wavelets, Filter Banks and Time Frequency Analysis",Electrical Engineering,IIT Bombay
1113,"Information Theory, Coding and Cryptography",Electrical Engineering,IIT Delhi
1114,Microwave Engineering,Electrical Engineering,IIT Guwahati
1115,Analog Circuits,Electrical Engineering,IIT Bombay
1116,Engineering Electromagnetics,Electrical Engineering,IIT Delhi
1117,Peer To Peer Networks,Electrical Engineering,IIT Kanpur
1118,Principles of Digital Communications,Electrical Engineering,IIT Delhi
1119,Electric Vehicles - Part 1,Electrical Engineering,IIT Delhi
1120,"Applied Linear Algebra for Signal Processing, Data Analytics and Machine Learning",Electrical Engineering,IIT Kanpur
1121,Microprocessors and Interfacing,Electrical Engineering,IIT Guwahati
1122,Statistical Signal Processing,Electrical Engineering,IIT Guwahati
1123,Microwave Theory and Techniques,Electrical Engineering,IIT Bombay
1124,Principles of Digital Communications (July-Oct 2018),Electrical Engineering,IIT Bombay
1125,An Introduction to Electronics Systems Packaging,Electrical Engineering,IISc Bangalore
1126,Poetry,Humanities and Social Sciences,IIT Madras
1127,The Popular Gothic Novel,Humanities and Social Sciences,IIT Madras
1128,Classical Sociological Theory,Humanities and Social Sciences,IIT Madras
1129,Basics of language Science,Humanities and Social Sciences,IIT Madras
1130,Introduction to Literary Theory,Humanities and Social Sciences,IIT Kanpur
1131,Globalization: Theoretical Perspectives,Humanities and Social Sciences,IIT Madras
1132,Development of Sociology in India,Humanities and Social Sciences,IIT Kanpur
1133,Towards an Ethical Digital Society: From Theory to Practice,Humanities and Social Sciences,IIT Bangalore
1134,Literary and Cultural Disability Studies: An Exploration,Humanities and Social Sciences,IIT Madras
1135,Trauma and Literature,Humanities and Social Sciences,IIT Madras
1136,Twentieth Century American Drama,Humanities and Social Sciences,IIT Madras
1137,Fundamental Concepts in Sociolinguistics,Humanities and Social Sciences,Gautam Buddha University
1138,Literature and Life,Humanities and Social Sciences,IIT Madras
1139,German - III,Humanities and Social Sciences,IIT Madras
1140,Introduction to the Pyschology of Language,Humanities and Social Sciences,IIT Kanpur
1141,Appreciating Hindustani Music,Humanities and Social Sciences,IIT Madras
1142,"Science, Technology and Society",Humanities and Social Sciences,IIT Guwahati
1143,Intermediate Level of Spoken Sanskrit,Humanities and Social Sciences,IIT Kharagpur
1144,Gender and Literature,Humanities and Social Sciences,IIT Guwahati
1145,Ecology and Society,Humanities and Social Sciences,IIT Guwahati
1146,An Introduction to Indian Literary Theory,Humanities and Social Sciences,IIT Madras
1147,Population Studies,Humanities and Social Sciences,IIT Kanpur
1148,Psychology of Everyday,Humanities and Social Sciences,IIT Kanpur
1149,Entrepreneurship and IP strategy,Humanities and Social Sciences,IIT Kharagpur
1150,Sociological Perspectives on Modernity,Humanities and Social Sciences,IIT Guwahati
1151,Introduction to Cognitive Psychology,Humanities and Social Sciences,IIT Guwahati
1152,Introduction to Modern Indian Political Thought,Humanities and Social Sciences,IIT Guwahati
1153,Consumer Psychology,Humanities and Social Sciences,IIT Guwahati
1154,Urbanization and Environment,Humanities and Social Sciences,IIT Kharagpur
1155,Introduction to Modern Indian Drama,Humanities and Social Sciences,IIT Guwahati
1156,Introduction to Political Theory,Humanities and Social Sciences,IIT Guwahati
1157,Advanced Level of Spoken Sanskrit,Humanities and Social Sciences,IIT Kharagpur
1158,Human Behaviour,Humanities and Social Sciences,IIT Guwahati
1159,Education for Sustainable Development,Humanities and Social Sciences,IIT Kharagpur
1160,Elements of Literature and Creative Communication,Humanities and Social Sciences,IIT Kharagpur
1161,Training and Development,Humanities and Social Sciences,IIT Kharagpur
1162,The World of Apu,Humanities and Social Sciences,IIT Kharagpur
1163,Introduction to Brain & Behaviour,Humanities and Social Sciences,IIT Kanpur
1164,Sociology and Resource Management,Humanities and Social Sciences,IIT Kharagpur
1165,Urban Sociology,Humanities and Social Sciences,IIT Kharagpur
1166,Management of Fixed Income Securities,Humanities and Social Sciences,IIT Kharagpur
1167,The Psychology Of Language,Humanities and Social Sciences,IIT Guwahati
1168,Modern Indian Art From the Colonial Period to the Present,Humanities and Social Sciences,IIT Kanpur
1169,Development Research Methods,Humanities and Social Sciences,IIT Guwahati
1170, Introduction to Japanese Language  and Culture,Humanities and Social Sciences,IIT Kanpur
1171,Applied Statistics and Econometrics,Humanities and Social Sciences,IIT Kanpur
1172,Literature and Coping Skills,Humanities and Social Sciences,IIT(BHU) Varanasi
1173,Indian Economy: Some Contemporary Perspectives,Humanities and Social Sciences,IIT Kanpur
1174,Japani Bhasha - Saral swaroop,Humanities and Social Sciences,IIT Kanpur
1175,Indian Business History,Humanities and Social Sciences,IIT Guwahati
1176,Introduction to Japanese Language and Culture - II,Humanities and Social Sciences,IIT Kanpur
1177,"Indian Art: Materials, Techniques and Artistic Practices",Humanities and Social Sciences,IIT Kanpur
1178,à¤ªà¥à¤°à¤®à¥à¤– à¤¹à¤¿à¤‚à¤¦à¥€ à¤•à¤¹à¤¾à¤¨à¤¿à¤¯à¤¾à¤‚ à¤”à¤° à¤­à¤¾à¤°à¤¤à¥€à¤¯ à¤¸à¤®à¤¾à¤œ,Humanities and Social Sciences,IIT Kanpur
1179,Introduction to Western Political Thought,Humanities and Social Sciences,IIT Guwahati
1180,"Text, Texuality and Digital Media",Humanities and Social Sciences,IIT Delhi
1181,Positive Psychology,Humanities and Social Sciences,IIT Delhi
1182,"Psychology of Stress, Health and Well-being",Humanities and Social Sciences,IIT Guwahati
1183,Phonetics and Phonology: A broad overview,Humanities and Social Sciences,IIT Guwahati
1184,Philosophical Foundations of Social Research,Humanities and Social Sciences,IIT Guwahati
1185,Sociology of Development,Humanities and Social Sciences,IIT Guwahati
1186,Environment and Development,Humanities and Social Sciences,IIT Guwahati
1187,Introduction to Market Structures,Humanities and Social Sciences,IIT Guwahati
1188,Mathematics for Economics - I,Humanities and Social Sciences,IIT Guwahati
1189,"Language, Culture and Cognition: An Introduction",Humanities and Social Sciences,IIT Guwahati
1190,"Energy Resources, Economics and Environment",Humanities and Social Sciences,IIT Bombay
1191,Aspects of Western Philosophy,Humanities and Social Sciences,IIT Madras
1192,Aspects of Western Philosophy,Humanities and Social Sciences,IIT Madras
1193,Introduction to P??inian grammar,Humanities and Social Sciences,IIT Bombay
1194,Contemporary Literature,Humanities and Social Sciences,IIT Madras
1195,Contemporary Literature,Humanities and Social Sciences,IIT Madras
1196,History of Economic Theory,Humanities and Social Sciences,IIT Madras
1197,à¤¸à¤¨à¥à¤§à¤¿ sandhi in Paninian grammar,Humanities and Social Sciences,IIT Bombay
1198,Indian Philosophy,Humanities and Social Sciences,IIT Madras
1199,Philosophy of Language,Humanities and Social Sciences,IIT Madras
1200,Technical English,Humanities and Social Sciences,IIT Madras
1201,Better Spoken English,Humanities and Social Sciences,IIT Madras
1202,Reading Poetry,Humanities and Social Sciences,IIT Madras
1203,Biological Bases of Behavior,Humanities and Social Sciences,IIT Kanpur
1204,Communication Skills,Humanities and Social Sciences,IIT Kanpur
1205,Introduction to Film Studies,Humanities and Social Sciences,IIT Madras
1206,Communication Skills,Humanities and Social Sciences,IIT Kanpur
1207,Introduction to Film Studies,Humanities and Social Sciences,IIT Madras
1208,Ethics,Humanities and Social Sciences,IIT Kanpur
1209,Introduction to Modern Linguistics ,Humanities and Social Sciences,IIT Madras
1210,Game Theory for Economists,Humanities and Social Sciences,IIT Kanpur
1211,International Economics,Humanities and Social Sciences,IIT Kanpur
1212,Principles and Parameters in Natural Language,Humanities and Social Sciences,IIT Madras
1213,Literary Theory and Literary Criticism,Humanities and Social Sciences,IIT Madras
1214,Language and Mind,Humanities and Social Sciences,IIT Madras
1215, Film Appreciation,Humanities and Social Sciences,IIT Madras
